TTDTargetID	Target_Name	Indication	ICD9	ICD10
T06421	Interferon-alpha/beta receptor	Endometriosis	617	N80
T06421	Interferon-alpha/beta receptor	Hairy cell leukemia	202.4	C91.4
T06421	Interferon-alpha/beta receptor	Hairy cell leukemia, malignant melanoma; Chronic myelogenous leukaemia	172, 202.4, 208.9, 205.1	C43, C91-C95, C91.4, C92.1
T06421	Interferon-alpha/beta receptor	Hairy cell leukemia; HCV infection	202.4, 070.4, 070.5, 070.70	C91.4, B17.1, B18.2
T06421	Interferon-alpha/beta receptor	Multiple scierosis	340	G35
T06421	Interferon-alpha/beta receptor	Systemic lupus erythematosus; Myositis	695, 710.0, 729.1	L51-L54, M32, M60
T06438	Oxidoreductase	Ulcerative colitis	556	K51
T06446	Leukotriene biosynthesis	Asthma		J45
T06475	Nucleolin	Cancer	140-229	C00-C96
T06475	Nucleolin	Leukemia	208.9	C90-C95
T06489	Release of ACh	Inflammation		E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, G89
T06575	Choriogonadotropin beta chain	Bladder cancer	188	C67
T06671	Interleukin-18	B-cell non-hodgkin's lymphoma; Rheumatoid arthritis	200, 202, 202.8, 710-719, 714	C81-C86, C82-C85, M00-M25, M05-M06
T06671	Interleukin-18	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T06671	Interleukin-18	Non-hodgkin's lymphoma; Ovarian cancer	183	C85, C56
T06671	Interleukin-18	Type 2 diabetes	250	E11
T06770	Transmembrane glycoprotein gp41	HIV-1 infection	001-139, 042	B20-B24
T06770	Transmembrane glycoprotein gp41	Human immunodeficiency virus infection	279.3	B20-B26
T06770	Transmembrane glycoprotein gp41	Unspecified		
T06841	Interleukin-23 ligand	Ankylosing spondylitis	720	M08.1, M45
T06841	Interleukin-23 ligand	Asthma		J45
T06841	Interleukin-23 ligand	Crohn's disease	555	K50
T06841	Interleukin-23 ligand	Hairy cell leukemia; Psoriasis	202.4, 696	C91.4, L40
T06841	Interleukin-23 ligand	Moderate-to-severe plaque psoriasis	696	L40
T06841	Interleukin-23 ligand	Rheumatoid arthritis	710-719, 714	M05-M06
T06850	Ghrelin	Type 1 diabetes	250	E10
T06955	C-Cchemokine receptor type 4	Asthma		J45
T06955	C-Cchemokine receptor type 4	Atopic dermatitis	691.8, 692.9	L00-L99
T06955	C-Cchemokine receptor type 4	Autoimmune diabetes		E08-E13
T07035	mRNA of IE2 region of cytomegalovirus	CMV retinitis	78.5	B25.8, H30.9
T07035	mRNA of IE2 region of cytomegalovirus	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
T07045	Pituitary adenylate cyclase-activating polypeptide 38	Nerve injury		T14.4
T07063	Sodium/iodide cotransporter	Prostate cancer	185	C61
T07082	Respiratory syncytial virus genomic RNA	Upper and lower respiratory tract disease	460-519	J00-J99
T07087	Focal adhesion kinase-2	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
T07102	Rho-associated protein kinase 1	Atherosclerosis	414.0, 440	I70
T07102	Rho-associated protein kinase 1	Cancer	140-229	C00-C96
T07102	Rho-associated protein kinase 1	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T07102	Rho-associated protein kinase 1	Diabetic nephropathy	250.4	E11.21
T07102	Rho-associated protein kinase 1	Glaucoma	365	H40-H42
T07102	Rho-associated protein kinase 1	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T07102	Rho-associated protein kinase 1	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T07102	Rho-associated protein kinase 1	Pulmonary arterial hypertension	416	I27.0, I27.2
T07137	4-hydroxyphenylpyruvate dioxygenase	Hereditary tyrosinemia type 1	270.2	E70.2
T07137	4-hydroxyphenylpyruvate dioxygenase	Respiratory syncytial virus infection	79.6	B97.4
T07173	Neurotrophic tyrosine kinase receptor 1	Advanced solid malignancies	140-199, 140-239, 210-229	D10-D36, D3A
T07173	Neurotrophic tyrosine kinase receptor 1	Alzheimer disease	331	G30
T07173	Neurotrophic tyrosine kinase receptor 1	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T07173	Neurotrophic tyrosine kinase receptor 1	Psoriasis	696	L40
T07173	Neurotrophic tyrosine kinase receptor 1	Solid tumours	140-199, 210-229	C00-D48
T07279	Serine/threonine-proteinkinase pim-2	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T07279	Serine/threonine-proteinkinase pim-2	Multiple myeloma	203	C90
T07279	Serine/threonine-proteinkinase pim-2	Solid tumours	140-199, 210-229	C00-D48
T07289	Duffy antigen chemokine receptor	Malaria		B54
T07303	Vascular endothelial growth factor receptor 3	Cancer	140-229	C00-C96
T07303	Vascular endothelial growth factor receptor 3	Hepatocellular carcinoma	155	C22.0
T07303	Vascular endothelial growth factor receptor 3	Prostate cancer; Lung cancer	140-229, 162, 185	C33-C34, C61
T07303	Vascular endothelial growth factor receptor 3	Solid tumours	140-199, 210-229	C00-D48
T07303	Vascular endothelial growth factor receptor 3	Vascular restinosis following vascular graft surgery		T82.858A
T07374	Beta microseminoprotein	Hormone refractory prostate cancer	140-229, 185	C61
T07394	Notch	Solid tumours	140-199, 210-229	C00-D48
T07400	Advanced glycosylation end product-specific receptor	Alzheimer disease	331	G30
T07400	Advanced glycosylation end product-specific receptor	Dementia	290-294	F01-F07
T07400	Advanced glycosylation end product-specific receptor	Diabetic kidney disease; Diabetic nephropathy	250.4	E11.22, E11.21
T07400	Advanced glycosylation end product-specific receptor	Hypotension	458, 796.3	I95
T07403	Integrin alpha-4/beta-7	Crohn's disease	555	K50
T07403	Integrin alpha-4/beta-7	Rheumatoid arthritis	710-719, 714	M05-M06
T07485	Respiratorysyncytial virus protein F	Respiratory syncytial virus infection	79.6	B97.4
T07485	Respiratorysyncytial virus protein F	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
T07507	Myosin-7	Deafness		H90-H91
T07533	Apolipoprotein B-100	High cholesterol level	272	E78.0
T07601	Cyclophilin	Duchenne muscular dystrophy		G71.0
T07601	Cyclophilin	Ocular inflammation	370.33	H16.229
T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Angina pectoris	413	I20
T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Asthma		J45
T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Cardiovascular disorder		I00-I99
T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Chronic obstructive pulmonary disease; Raynaud's disease	490-492, 494-496, 443	J40-J44, J47, I73.0
T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Colorectal cancer	153, 154	C18-C21
T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Erectile dysfunction	302.72, 607.84	F52.2, N48.4
T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Erectile dysfunction; Hypertension; Raynaud's disease	302.72, 607.84, 401, 443	F52.2, N48.4, I10-I16, I73.0
T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Hypertension	401	I10-I16
T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Spasm	728.85	R25.2
T07663	CGMP-specific 3',5'-cyclic phosphodiesterase	Unspecified		
T07694	Unspecified protease	Atopic dermatitis	691.8, 692.9	L00-L99
T07694	Unspecified protease	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T07806	5-hydroxytryptamine 1B receptor	Anxiety disorder	300, 311	F32, F40-F42
T07806	5-hydroxytryptamine 1B receptor	Chronic schizophrenics	295	F20
T07806	5-hydroxytryptamine 1B receptor	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
T07806	5-hydroxytryptamine 1B receptor	Migraine headaches	346	G43
T07806	5-hydroxytryptamine 1B receptor	Mood disorder		F30-F39
T07806	5-hydroxytryptamine 1B receptor	Psychotic disorders	290-299	F20-F29
T07861	Inhibiting IL-1 synthesis and/orrelease	Asthma		J45
T07958	Erythropoietin ligand	Anemia	280-285	D50-D64
T07958	Erythropoietin ligand	Cerebrovascular ischaemia	434.91	I61-I63
T07958	Erythropoietin ligand	Depression; Diabetic neuropathy; Mood disorder	311, 250, 250.6, 356.0, 356.8	F30-F39, E11.40
T07958	Erythropoietin ligand	Unspecified		
T07974	HCV polymerase	HCV infection	070.4, 070.5, 070.70	B17.1, B18.2
T07974	HCV polymerase	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
T08133	Transient receptor potential channel 6, subfamily V	Ovarian cancer	183	C56
T08156	Interferon alpha 5 ligand	HCV infection	070.4, 070.5, 070.70	B17.1, B18.2
T08156	Interferon alpha 5 ligand	Infections	001-139	A00-B99
T08231	CD74	Chronic lymphocytic leukaemia		C91
T08298	Granzyme B	Aortic aneurysm		I71
T08306	CD79b	Diffuse large B-cell lymphoma	200	C83.3
T08306	CD79b	Hematological malignancies	200-209	C81-C86
T08306	CD79b	Non-hodgkin's lymphoma		C85
T08306	CD79b	Non-hodgkin's lymphoma; Diffuse large B-cell lymphoma	200, 200.0, 202	C82-C85, C83.3
T08383	Beta-hydroxybutyrate	Memory loss		F03
T08391	Tyrosine-protein kinase JAK2	Anemia	280-285	D50-D64
T08391	Tyrosine-protein kinase JAK2	Cancer	140-229	C00-C96
T08391	Tyrosine-protein kinase JAK2	Leukemia	208.9	C90-C95
T08391	Tyrosine-protein kinase JAK2	Multiple scierosis	340	G35
T08391	Tyrosine-protein kinase JAK2	Myelofibrosis	208.9, 289.83, 709.2	C94.4, D47.4
T08391	Tyrosine-protein kinase JAK2	Myeloproliferative disorder		C94.6
T08391	Tyrosine-protein kinase JAK2	Myeloproliferative neoplasm; Breast cancer	205.1, 238.4, 289.89, 289.9, 174, 175	D47.1, C50
T08391	Tyrosine-protein kinase JAK2	Polycythemia vera	238.4	D45
T08391	Tyrosine-protein kinase JAK2	Renal transplantation; Multiple myeloma	279.5, 203	D89.8, C90
T08404	Helicase-primase	Herpes simplex virus infection	54	B00
T08441	Viral maturaton	Human immunodeficiency virus infection	279.3	B20-B26
T08583	Thrombomodulin	Disseminated intravascular coagulation	286.6	D65
T08743	Aminopeptidase	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T08856	Neutrophil collagenase	Multiple scierosis	340	G35
T08884	Thrombospondin relate anonymous protein	Malaria		B54
T08898	Adrenocorticotropic hormone receptor	Adrenocortical insufficiency	255.4	E27.1-E27.4
T08922	Acetyl-CoA carboxylase 2	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T08922	Acetyl-CoA carboxylase 2	Obesity	278	E66
T08922	Acetyl-CoA carboxylase 2	Parkinson's disease	332	G20
T08922	Acetyl-CoA carboxylase 2	Sebaceous gland disease		L73.8
T08922	Acetyl-CoA carboxylase 2	Type 2 diabetes	250	E11
T09005	Corynebacterium diphtheriae CRM197 protein	Meningococcal infection a c y and w-135		A39.0
T09005	Corynebacterium diphtheriae CRM197 protein	Streptococcus pneumoniae infection		J13
T09058	5T4 ONCOFETAL antigen	Breast cancer	174, 175	C50
T09058	5T4 ONCOFETAL antigen	Cancer	140-229	C00-C96
T09058	5T4 ONCOFETAL antigen	Hormone refractory prostate cancer	140-229, 185	C61
T09058	5T4 ONCOFETAL antigen	Solid tumours	140-199, 210-229	C00-D48
T09092	Interleukin-10	Endometriosis	617	N80
T09092	Interleukin-10	Inflammatory bowel disease; Psoriasis; Rheumatoid arthritis	555, 556, 696, 710-719, 714	K50, K51, L40, M00-M25, M05-M06
T09092	Interleukin-10	Scar tissue		L00-L99
T09092	Interleukin-10	Solid tumours	140-199, 210-229	C00-D48
T09130	Muscarinic receptor	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
T09130	Muscarinic receptor	Alzheimer disease	331	G30
T09130	Muscarinic receptor	Amnesia		F04
T09130	Muscarinic receptor	Asthma		J45
T09130	Muscarinic receptor	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T09130	Muscarinic receptor	Cognitive disorders	290-294, 294.0, 780.09, 780.9, 780.93	F01-F07, F04, F05, R41.3
T09130	Muscarinic receptor	Overactive bladder disorder	188, 596.51	C67, N32.81
T09130	Muscarinic receptor	Urinary incontinence	788.3	N39.3, N39.4, R32
T09130	Muscarinic receptor	Xerostomia	527.7	K11.7, R68.2
T09227	Protein tyrosine phosphatase	Type 1 diabetes	250	E10
T09323	Downregulating angiotensin II-induced endothelin-1 gene expression	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
T09347	Ca2+ dependent or involving processes	Cognitive disorders	290-294, 294.0, 780.09, 780.9, 780.93	F01-F07, F04, F05, R41.3
T09407	Grass pollen allergen	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
T09423	ATP-sensitive inward rectifier potassium channel 10	Diabetes	253.5, 588.1	E23.2, N25.1
T09423	ATP-sensitive inward rectifier potassium channel 10	Non-insulin dependent diabetes		E11.9
T09507	mRNA of human apolipoprotein B	Familial hypercholesterolemia	272	E78.0
T09507	mRNA of human apolipoprotein B	Hypercholesterolemia		E78
T09528	C-X-C chemokine receptor type 5	Systemic lupus erythematosus	710	M32
T09538	Alkaline phosphatase, tissue-nonspecific	Anthelmintic		B89
T09538	Alkaline phosphatase, tissue-nonspecific	Colon cancer	153, 154	C50
T09538	Alkaline phosphatase, tissue-nonspecific	Genetic disease		Q00-Q99
T09572	Melanin-concentrating hormone receptor 1	Obesity	278	E66
T09572	Melanin-concentrating hormone receptor 1	Obesity; Anxiety; Depression	278, 300, 311	E66, F32, F40-F42
T09756	Polyamine	Cancer	140-229	C00-C96
T09826	Toposisomerase-1	Acquired immune deficiency syndrome	42	B20
T09826	Toposisomerase-1	Advanced ovarian cancer; Lung cancer	183, 162	C56, C33-C34
T09826	Toposisomerase-1	Bladder cancer	188	C67
T09826	Toposisomerase-1	Breast cancer	174, 175	C50
T09826	Toposisomerase-1	Cancer	140-229	C00-C96
T09826	Toposisomerase-1	Colorectal cancer	153, 154	C18-C21
T09826	Toposisomerase-1	Esophageal cancer	150	C15
T09826	Toposisomerase-1	Gastric cancer	151	C16
T09826	Toposisomerase-1	Glioblastoma multiforme; Myelodysplastic syndrome	191, 238.7	C71, D46
T09826	Toposisomerase-1	Human immunodeficiency virus infection	279.3	B20-B26
T09826	Toposisomerase-1	Late-stage solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
T09826	Toposisomerase-1	Metastatic breast cancer		C50
T09826	Toposisomerase-1	Metastatic breast cancer; Metastatic colorectal cancer	153, 154	C50, C18-C21
T09826	Toposisomerase-1	Ovarian cancer	183	C56
T09826	Toposisomerase-1	Solid tumours	140-199, 210-229	C00-D48
T09826	Toposisomerase-1	Unspecified		
T09909	Type-2 angiotensin II receptor	Hypertension	401	I10-I16
T09909	Type-2 angiotensin II receptor	Postherpetic neuralgia	53.19	B02.2, G44.847, G53.0
T09937	Receptor	Autoimmune diabetes		E08-E13
T09937	Receptor	Ischemic heart diseases	410-414	I20-I25
T09937	Receptor	Oral mucositis	528	K12.3
T09960	C-C chemokinereceptor type 5	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T09960	C-C chemokinereceptor type 5	Chronic obstructive pulmonary disease; Rheumatoid arthritis	460-519, 490-492, 494-496, 710-719, 714	J00-J99, J40-J44, J47, M00-M25, M05-M06
T09960	C-C chemokinereceptor type 5	HIV-1 infection	001-139, 042	B20-B24
T09960	C-C chemokinereceptor type 5	Human immunodeficiency virus infection	279.3	B20-B26
T09960	C-C chemokinereceptor type 5	Infections	001-139	A00-B99
T09960	C-C chemokinereceptor type 5	Rheumatoid arthritis	710-719, 714	M05-M06
T09960	C-C chemokinereceptor type 5	Transplant rejection	279.5, 996	D89.8, T86
T09982	Uptake of luminal sterol across the microvillus membrane	Hyperlipidaemia	272.0-272.4	E78
T10092	Follicle stimulating hormone	Female infertility	628	N97.0
T10092	Follicle stimulating hormone	Infertility	628	N97.0
T10147	Receptor-type protein-tyrosine phosphatase S	Paget's disease	731	M88
T10191	T-cell surface glycoprotein CD4	Cancer	140-229	C00-C96
T10191	T-cell surface glycoprotein CD4	Human immunodeficiency virus infection	279.3	B20-B26
T10191	T-cell surface glycoprotein CD4	Lymphoma	202.8, 208.9	C81-C86
T10191	T-cell surface glycoprotein CD4	Psoriasis; Asthma	696	L40, J45
T10191	T-cell surface glycoprotein CD4	Rheumatoid arthritis	710-719, 714	M05-M06
T10249	Histamine and peptide leukotrienes release	Asthma		J45
T10265	CAMP-specific 3',5'-cyclic phosphodiesterase 4B	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T10339	Lipoxygenase	Arthritis	710-719	M00-M25
T10339	Lipoxygenase	Inflammation		E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, G89
T10362	Enzyme	Acute intermittent hepatic porphyria		E80.21
T10362	Enzyme	Female genital tract inflammation		N73.9
T10362	Enzyme	Human immunodeficiency virus infection	279.3	B20-B26
T10383	PLD2	Coagulation		I80-I82
T10445	Lipase	Fungal infections	110-118	B35-B49
T10445	Lipase	Obesity	278	E66
T10482	mRNA of Coagulation factor XII	Alzheimer disease	331	G30
T10491	Chemokine receptor 3	Asthma		J45
T10491	Chemokine receptor 3	Cancer	140-229	C00-C96
T10513	Integrin beta-2	Cerebrovascular ischaemia	434.91	I61-I63
T10513	Integrin beta-2	Stroke	434.91, 437.6, 453, 671.5, 671.9	I61-I63, I80-I82
T10670	Neuropeptide Y receptor type 2	Diabetes	253.5, 588.1	E23.2, N25.1
T10670	Neuropeptide Y receptor type 2	Metabolic disorders	270-279	E70-E89
T10670	Neuropeptide Y receptor type 2	Obesity	278	E66
T10735	Histidine decarboxylase	Pruritus	698	L29
T10735	Histidine decarboxylase	Skin infections	680-709	L00-L99
T10828	Alpha-fetoprotein	Autoimmune diabetes		E08-E13
T10877	CD38	Cancer	140-229	C00-C96
T10877	CD38	Hematological malignancies	200-209	C81-C86
T10877	CD38	Multiple myeloma	203	C90
T10897	Acyl-CoA desaturase	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T10897	Acyl-CoA desaturase	Diabetes	253.5, 588.1	E23.2, N25.1
T10897	Acyl-CoA desaturase	Lipid metabolism disorder		E75-E78
T10897	Acyl-CoA desaturase	Type 2 diabetes	250	E11
T10937	mRNA of Human mdm2	Cancer	140-229	C00-C96
T10965	P-selectin	Allergy	995.3	T78.4
T10965	P-selectin	Atherosclerosis; Thrombosis	414.0, 440, 437.6, 453, 671.5, 671.9	I70, I80-I82
T10965	P-selectin	Cancer	140-229	C00-C96
T10965	P-selectin	Delayed graft function; Heart transplantation	996	T86
T10965	P-selectin	Vaso-occlusive crisis	282.62	D57.00
T11005	Interferon omega ligand	HCV infection	070.4, 070.5, 070.70	B17.1, B18.2
T11011	Corticotropin releasingfactor receptor 2	Anxiety disorder	300, 311	F32, F40-F42
T11011	Corticotropin releasingfactor receptor 2	Congestive heart failure	428	I50
T11011	Corticotropin releasingfactor receptor 2	Eating disorders stimulate food consumption anxiety	307.5	F50
T11011	Corticotropin releasingfactor receptor 2	Generalized anxiety disorder	300, 300.02, 311	F32, F40-F42, F41.1
T11069	Lyase	Cancer	140-229	C00-C96
T11069	Lyase	Prostate cancer	185	C61
T11072	5-hydroxytryptamine 1D receptor	Acute migraine	346	G43
T11072	5-hydroxytryptamine 1D receptor	Epilepsy		G40
T11072	5-hydroxytryptamine 1D receptor	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
T11072	5-hydroxytryptamine 1D receptor	Migraine	346	G43
T11072	5-hydroxytryptamine 1D receptor	Migraine headaches	346	G43
T11072	5-hydroxytryptamine 1D receptor	Mood disorder		F30-F39
T11072	5-hydroxytryptamine 1D receptor	Severe mood disorders	296	F30-F39
T11164	Secretory phospholipase A2	Rheumatoid arthritis	710-719, 714	M05-M06
T11211	Androgen receptor	Acne vulgaris	706.1	L70.0
T11211	Androgen receptor	Advanced prostate cancer	185	C61
T11211	Androgen receptor	Alcoholic hepatitis	571.1	K70.1
T11211	Androgen receptor	Alopecia	704.09	L65.9
T11211	Androgen receptor	Bladder cancer	188	C67
T11211	Androgen receptor	Cachexia	799.4	R64
T11211	Androgen receptor	Cancer	140-229	C00-C96
T11211	Androgen receptor	Cardiovascular disorder		I00-I99
T11211	Androgen receptor	Castration-resistant prostate cancer	185	C61
T11211	Androgen receptor	Contraception		Z30
T11211	Androgen receptor	Cystic fibrosis	277	E84
T11211	Androgen receptor	Dermatological disease		L00-L99
T11211	Androgen receptor	Endocrine disease		E00-E35
T11211	Androgen receptor	Female androgenresponsive recurrent mammary cancer	174, 175	C50
T11211	Androgen receptor	Heart failure	428	I50
T11211	Androgen receptor	Hormone deficiency		E00-E90
T11211	Androgen receptor	Hormone refractory prostate cancer	140-229, 185	C61
T11211	Androgen receptor	Hypogonadism	257.2	E23.0, E28.3, E29.1
T11211	Androgen receptor	Male hormonal deficiencies		E20-E35
T11211	Androgen receptor	Male hypogonadism; Breast cancer	257.2, 174, 175	E23.0, E28.3, E29.1, C50
